DistrictType,Office,Party,DistrictNumber,Votes,Year
State House,President,Republican,HD178,22065,2020
State House,President,Republican,HD179,3237,2020
State House,President,Republican,HD18,15146,2020
State House,President,Republican,HD180,3356,2020
State House,President,Republican,HD181,1938,2020
State House,President,Republican,HD182,5409,2020
State House,President,Republican,HD183,21339,2020
State House,President,Republican,HD184,9601,2020
State House,President,Republican,HD185,7825,2020
State House,President,Republican,HD186,3382,2020
State House,President,Republican,HD187,20846,2020
State House,President,Republican,HD188,1307,2020
State House,President,Republican,HD189,15283,2020
State House,President,Republican,HD19,3792,2020
State House,President,Republican,HD190,1291,2020
State House,President,Republican,HD191,1310,2020
State House,President,Republican,HD192,1388,2020
State House,President,Republican,HD193,23551,2020
State House,President,Republican,HD194,8981,2020
State House,President,Republican,HD195,2109,2020
State House,President,Republican,HD196,23948,2020
State House,President,Republican,HD197,2307,2020
State House,President,Republican,HD198,1035,2020
State House,President,Republican,HD199,19963,2020
State House,President,Republican,HD2,11307,2020
State House,President,Republican,HD20,12091,2020
State House,President,Republican,HD200,1776,2020
State House,President,Republican,HD201,1111,2020
State House,President,Republican,HD202,5252,2020
State House,President,Republican,HD203,2027,2020
State House,President,Republican,HD21,12786,2020
State House,President,Republican,HD22,6087,2020
State House,President,Republican,HD23,4842,2020
State House,President,Republican,HD24,2576,2020
State House,President,Republican,HD25,15170,2020
State House,President,Republican,HD26,19102,2020
State House,President,Republican,HD27,11335,2020
State House,President,Republican,HD28,21563,2020
State House,President,Republican,HD29,20690,2020
State House,President,Republican,HD3,17832,2020
State House,President,Republican,HD30,21361,2020
State House,President,Republican,HD31,17526,2020
State House,President,Republican,HD32,13681,2020
State House,President,Republican,HD33,16301,2020
State House,President,Republican,HD34,9437,2020
State House,President,Republican,HD35,11621,2020
State House,President,Republican,HD36,12535,2020
State House,President,Republican,HD37,24273,2020
State House,President,Republican,HD38,18310,2020
State House,President,Republican,HD39,21616,2020
State House,President,Republican,HD4,19309,2020
State House,President,Republican,HD40,23048,2020
State House,President,Republican,HD41,20907,2020
State House,President,Republican,HD42,12730,2020
State House,President,Republican,HD43,19837,2020
State House,President,Republican,HD44,20788,2020
State House,President,Republican,HD45,17159,2020
State House,President,Republican,HD46,24377,2020
State House,President,Republican,HD47,20991,2020
State House,President,Republican,HD48,19617,2020
State House,President,Republican,HD49,17446,2020
State House,President,Republican,HD5,21678,2020
State House,President,Republican,HD50,18490,2020
State House,President,Republican,HD51,19770,2020
State House,President,Republican,HD52,21193,2020
State House,President,Republican,HD53,16834,2020
State House,President,Republican,HD54,23478,2020
State House,President,Republican,HD55,20846,2020
State House,President,Republican,HD56,25031,2020
State House,President,Republican,HD57,21572,2020
State House,President,Republican,HD58,21329,2020
State House,President,Republican,HD59,26034,2020
State House,President,Republican,HD6,20568,2020
State House,President,Republican,HD60,25194,2020
State House,President,Republican,HD61,15997,2020
State House,President,Republican,HD62,18905,2020
State House,President,Republican,HD63,22511,2020
State House,President,Republican,HD64,20923,2020
State House,President,Republican,HD65,20813,2020
State House,President,Republican,HD66,24816,2020
State House,President,Republican,HD67,22606,2020
State House,President,Republican,HD68,22682,2020
State House,President,Republican,HD69,27215,2020
State House,President,Republican,HD7,16985,2020
State House,President,Republican,HD70,10563,2020
State House,President,Republican,HD71,19439,2020
State House,President,Republican,HD72,23126,2020
State House,President,Republican,HD73,22488,2020
State House,President,Republican,HD74,11760,2020
State House,President,Republican,HD75,24715,2020
State House,President,Republican,HD76,20265,2020
State House,President,Republican,HD77,7373,2020
State House,President,Republican,HD78,28860,2020
State House,President,Republican,HD79,18922,2020
State House,President,Republican,HD8,23095,2020
State House,President,Republican,HD80,26384,2020
State House,President,Republican,HD81,22842,2020
State House,President,Republican,HD82,23904,2020
State House,President,Republican,HD83,17827,2020
State House,President,Republican,HD84,25796,2020
State House,President,Republican,HD85,20293,2020
State House,President,Republican,HD86,23305,2020
State House,President,Republican,HD87,22103,2020
State House,President,Republican,HD88,18499,2020
State House,President,Republican,HD89,22267,2020
State House,President,Republican,HD9,18780,2020
State House,President,Republican,HD90,25540,2020
State House,President,Republican,HD91,23205,2020
State House,President,Republican,HD92,25196,2020
State House,President,Republican,HD93,23662,2020
State House,President,Republican,HD94,22373,2020
State House,President,Republican,HD95,8787,2020
State House,President,Republican,HD96,6451,2020
State House,President,Republican,HD97,21722,2020
State House,President,Republican,HD98,20762,2020
State House,President,Republican,HD99,20299,2020
State House,State Representative,All,HD1,17897,2020
State House,State Representative,All,HD10,25031,2020
State House,State Representative,All,HD100,24254,2020
State House,State Representative,All,HD101,34403,2020
State House,State Representative,All,HD102,33042,2020
State House,State Representative,All,HD103,22384,2020
State House,State Representative,All,HD104,37003,2020
State House,State Representative,All,HD105,41036,2020
State House,State Representative,All,HD106,35832,2020
State House,State Representative,All,HD107,27990,2020
State House,State Representative,All,HD108,27352,2020
State House,State Representative,All,HD109,28876,2020
State House,State Representative,All,HD11,31961,2020
State House,State Representative,All,HD110,28684,2020
State House,State Representative,All,HD111,27642,2020
State House,State Representative,All,HD112,41649,2020
State House,State Representative,All,HD113,30593,2020
State House,State Representative,All,HD114,36863,2020
State House,State Representative,All,HD115,27426,2020
State House,State Representative,All,HD116,26505,2020
State House,State Representative,All,HD117,28947,2020
State House,State Representative,All,HD118,16273,2020
State House,State Representative,All,HD119,13500,2020
State House,State Representative,All,HD12,43519,2020
State House,State Representative,All,HD120,20428,2020
State House,State Representative,All,HD121,0,2020
State House,State Representative,All,HD122,0,2020
State House,State Representative,All,HD123,24077,2020
State House,State Representative,All,HD124,31983,2020
State House,State Representative,All,HD125,28041,2020
State House,State Representative,All,HD126,27433,2020
State House,State Representative,All,HD127,16130,2020
State House,State Representative,All,HD128,30266,2020
State House,State Representative,All,HD129,36688,2020
State House,State Representative,All,HD13,34281,2020
State House,State Representative,All,HD130,36774,2020
State House,State Representative,All,HD131,41358,2020
State House,State Representative,All,HD132,25021,2020
State House,State Representative,All,HD133,31032,2020
State House,State Representative,All,HD134,39065,2020
State House,State Representative,All,HD135,30265,2020
State House,State Representative,All,HD136,21389,2020
State House,State Representative,All,HD137,37602,2020
State House,State Representative,All,HD138,41873,2020
State House,State Representative,All,HD139,35885,2020
State House,State Representative,All,HD14,35807,2020
State House,State Representative,All,HD140,33039,2020
State House,State Representative,All,HD141,30870,2020
State House,State Representative,All,HD142,42313,2020
State House,State Representative,All,HD143,43689,2020
State House,State Representative,All,HD144,41223,2020
State House,State Representative,All,HD145,37633,2020
State House,State Representative,All,HD146,36387,2020
State House,State Representative,All,HD147,37855,2020
State House,State Representative,All,HD148,44969,2020
State House,State Representative,All,HD149,40898,2020
State House,State Representative,All,HD15,34648,2020
State House,State Representative,All,HD150,37727,2020
State House,State Representative,All,HD151,39586,2020
State House,State Representative,All,HD152,39587,2020
State House,State Representative,All,HD153,30393,2020
State House,State Representative,All,HD154,39326,2020
State House,State Representative,All,HD155,44831,2020
State House,State Representative,All,HD156,39593,2020
State House,State Representative,All,HD157,40294,2020
State House,State Representative,All,HD158,38070,2020
State House,State Representative,All,HD159,24530,2020
State House,State Representative,All,HD16,33977,2020
State House,State Representative,All,HD160,40183,2020
State House,State Representative,All,HD161,39933,2020
State House,State Representative,All,HD162,34424,2020
State House,State Representative,All,HD163,36939,2020
State House,State Representative,All,HD164,24398,2020
State House,State Representative,All,HD165,41751,2020
State House,State Representative,All,HD166,40617,2020
State House,State Representative,All,HD167,43370,2020
State House,State Representative,All,HD168,43925,2020
State House,State Representative,All,HD169,29927,2020
State House,State Representative,All,HD17,26557,2020
State House,State Representative,All,HD170,29249,2020
State House,State Representative,All,HD171,39588,2020
State House,State Representative,All,HD172,26831,2020
State House,State Representative,All,HD173,17595,2020
State House,State Representative,All,HD174,18313,2020
State House,State Representative,All,HD175,30213,2020
State House,State Representative,All,HD176,32068,2020
State House,State Representative,All,HD177,26086,2020
State House,State Representative,All,HD178,44628,2020
State House,State Representative,All,HD179,18943,2020
State House,State Representative,All,HD18,31875,2020
State House,State Representative,All,HD180,13551,2020
State House,State Representative,All,HD181,25237,2020
State House,State Representative,All,HD182,41153,2020
State House,State Representative,All,HD183,36474,2020
State House,State Representative,All,HD184,28470,2020
State House,State Representative,All,HD185,23813,2020
State House,State Representative,All,HD186,31013,2020
State House,State Representative,All,HD187,37850,2020
State House,State Representative,All,HD188,25256,2020
State House,State Representative,All,HD189,30813,2020
State House,State Representative,All,HD19,22679,2020
State House,State Representative,All,HD190,29414,2020
State House,State Representative,All,HD191,25065,2020
State House,State Representative,All,HD192,29185,2020
State House,State Representative,All,HD193,28519,2020
State House,State Representative,All,HD194,36657,2020
State House,State Representative,All,HD195,30008,2020
State House,State Representative,All,HD196,28797,2020
State House,State Representative,All,HD197,18879,2020
State House,State Representative,All,HD198,25453,2020
State House,State Representative,All,HD199,34053,2020
State House,State Representative,All,HD2,22322,2020
State House,State Representative,All,HD20,27657,2020
State House,State Representative,All,HD200,36421,2020
State House,State Representative,All,HD201,26642,2020
State House,State Representative,All,HD202,18102,2020
State House,State Representative,All,HD203,27107,2020
State House,State Representative,All,HD21,36205,2020
State House,State Representative,All,HD22,13931,2020
State House,State Representative,All,HD23,28839,2020
State House,State Representative,All,HD24,29894,2020
State House,State Representative,All,HD25,33341,2020
State House,State Representative,All,HD26,36872,2020
State House,State Representative,All,HD27,26094,2020
State House,State Representative,All,HD28,44247,2020
State House,State Representative,All,HD29,41630,2020
State House,State Representative,All,HD3,36165,2020
State House,State Representative,All,HD30,42526,2020
State House,State Representative,All,HD31,43931,2020
State House,State Representative,All,HD32,30311,2020
State House,State Representative,All,HD33,31830,2020
State House,State Representative,All,HD34,27112,2020
State House,State Representative,All,HD35,21327,2020
State House,State Representative,All,HD36,32044,2020
State House,State Representative,All,HD37,35308,2020
State House,State Representative,All,HD38,36282,2020
State House,State Representative,All,HD39,36729,2020
State House,State Representative,All,HD4,26746,2020
State House,State Representative,All,HD40,43412,2020
State House,State Representative,All,HD41,40065,2020
State House,State Representative,All,HD42,37314,2020
State House,State Representative,All,HD43,45401,2020
State House,State Representative,All,HD44,44939,2020
State House,State Representative,All,HD45,29369,2020
State House,State Representative,All,HD46,36913,2020
State House,State Representative,All,HD47,36678,2020
State House,State Representative,All,HD48,30834,2020
State House,State Representative,All,HD49,32499,2020
State House,State Representative,All,HD5,33336,2020
State House,State Representative,All,HD50,21736,2020
State House,State Representative,All,HD51,28495,2020
State House,State Representative,All,HD52,41159,2020
State House,State Representative,All,HD53,31547,2020
State House,State Representative,All,HD54,42307,2020
State House,State Representative,All,HD55,41337,2020
State House,State Representative,All,HD56,42035,2020
State House,State Representative,All,HD57,28725,2020
State House,State Representative,All,HD58,20535,2020
State House,State Representative,All,HD59,32756,2020
State House,State Representative,All,HD6,32560,2020
State House,State Representative,All,HD60,29873,2020
State House,State Representative,All,HD61,16800,2020
State House,State Representative,All,HD62,19938,2020
State House,State Representative,All,HD63,32050,2020
State House,State Representative,All,HD64,22995,2020
State House,State Representative,All,HD65,25333,2020
State House,State Representative,All,HD66,28085,2020
State House,State Representative,All,HD67,27279,2020
State House,State Representative,All,HD68,29217,2020
State House,State Representative,All,HD69,31065,2020
State House,State Representative,All,HD7,0,2020
State House,State Representative,All,HD70,31208,2020
State House,State Representative,All,HD71,26678,2020
State House,State Representative,All,HD72,32027,2020
State House,State Representative,All,HD73,26926,2020
State House,State Representative,All,HD74,33729,2020
State House,State Representative,All,HD75,33512,2020
State House,State Representative,All,HD76,29235,2020
State House,State Representative,All,HD77,21642,2020
State House,State Representative,All,HD78,31530,2020
State House,State Representative,All,HD79,28619,2020
State House,State Representative,All,HD8,31697,2020
State House,State Representative,All,HD80,30934,2020
State House,State Representative,All,HD81,33946,2020
State House,State Representative,All,HD82,26799,2020
State House,State Representative,All,HD83,28285,2020
State House,State Representative,All,HD84,32899,2020
State House,State Representative,All,HD85,30472,2020
State House,State Representative,All,HD86,27328,2020
State House,State Representative,All,HD87,43271,2020
State House,State Representative,All,HD88,36677,2020
State House,State Representative,All,HD89,28271,2020
State House,State Representative,All,HD9,30142,2020
State House,State Representative,All,HD90,30048,2020
State House,State Representative,All,HD91,28932,2020
State House,State Representative,All,HD92,37535,2020
State House,State Representative,All,HD93,27807,2020
State House,State Representative,All,HD94,26243,2020
State House,State Representative,All,HD95,22045,2020
State House,State Representative,All,HD96,20850,2020
State House,State Representative,All,HD97,42722,2020
State House,State Representative,All,HD98,33574,2020
State House,State Representative,All,HD99,28811,2020
State House,State Representative,Democratic,HD1,17897,2020
State House,State Representative,Democratic,HD10,10027,2020
State House,State Representative,Democratic,HD100,,2020
State House,State Representative,Democratic,HD101,12792,2020
State House,State Representative,Democratic,HD102,9845,2020
State House,State Representative,Democratic,HD103,22384,2020
State House,State Representative,Democratic,HD104,16319,2020
State House,State Representative,Democratic,HD105,19773,2020
State House,State Representative,Democratic,HD106,16631,2020
State House,State Representative,Democratic,HD107,,2020
State House,State Representative,Democratic,HD108,,2020
State House,State Representative,Democratic,HD109,7323,2020
State House,State Representative,Democratic,HD11,9029,2020
State House,State Representative,Democratic,HD110,,2020
State House,State Representative,Democratic,HD111,,2020
State House,State Representative,Democratic,HD112,21245,2020
State House,State Representative,Democratic,HD113,20273,2020
State House,State Representative,Democratic,HD114,19860,2020
State House,State Representative,Democratic,HD115,17525,2020
State House,State Representative,Democratic,HD116,7338,2020
State House,State Representative,Democratic,HD117,,2020
State House,State Representative,Democratic,HD118,,2020
State House,State Representative,Democratic,HD119,,2020
State House,State Representative,Democratic,HD12,16683,2020
State House,State Representative,Democratic,HD120,,2020
State House,State Representative,Democratic,HD121,,2020
State House,State Representative,Democratic,HD122,,2020
State House,State Representative,Democratic,HD123,8998,2020
State House,State Representative,Democratic,HD124,8942,2020
State House,State Representative,Democratic,HD125,,2020
State House,State Representative,Democratic,HD126,18483,2020
State House,State Representative,Democratic,HD127,11763,2020
State House,State Representative,Democratic,HD128,,2020
State House,State Representative,Democratic,HD129,15651,2020
State House,State Representative,Democratic,HD13,14065,2020
State House,State Representative,Democratic,HD130,13297,2020
State House,State Representative,Democratic,HD131,18920,2020
State House,State Representative,Democratic,HD132,16992,2020
State House,State Representative,Democratic,HD133,18820,2020
State House,State Representative,Democratic,HD134,15580,2020
State House,State Representative,Democratic,HD135,19855,2020
State House,State Representative,Democratic,HD136,21389,2020
State House,State Representative,Democratic,HD137,13795,2020
State House,State Representative,Democratic,HD138,18355,2020
State House,State Representative,Democratic,HD139,11330,2020
State House,State Representative,Democratic,HD14,10869,2020
State House,State Representative,Democratic,HD140,19822,2020
State House,State Representative,Democratic,HD141,19348,2020
State House,State Representative,Democratic,HD142,16419,2020
State House,State Representative,Democratic,HD143,21172,2020
State House,State Representative,Democratic,HD144,18342,2020
State House,State Representative,Democratic,HD145,15172,2020
State House,State Representative,Democratic,HD146,20681,2020
State House,State Representative,Democratic,HD147,16494,2020
State House,State Representative,Democratic,HD148,31506,2020
State House,State Representative,Democratic,HD149,28650,2020
State House,State Representative,Democratic,HD15,10098,2020
State House,State Representative,Democratic,HD150,20538,2020
State House,State Representative,Democratic,HD151,18566,2020
State House,State Representative,Democratic,HD152,20183,2020
State House,State Representative,Democratic,HD153,30393,2020
State House,State Representative,Democratic,HD154,30566,2020
State House,State Representative,Democratic,HD155,25107,2020
State House,State Representative,Democratic,HD156,21914,2020
State House,State Representative,Democratic,HD157,25185,2020
State House,State Representative,Democratic,HD158,19294,2020
State House,State Representative,Democratic,HD159,17558,2020
State House,State Representative,Democratic,HD16,19093,2020
State House,State Representative,Democratic,HD160,19788,2020
State House,State Representative,Democratic,HD161,22764,2020
State House,State Representative,Democratic,HD162,18693,2020
State House,State Representative,Democratic,HD163,22259,2020
State House,State Representative,Democratic,HD164,24398,2020
State House,State Representative,Democratic,HD165,21529,2020
State House,State Representative,Democratic,HD166,28791,2020
State House,State Representative,Democratic,HD167,24214,2020
State House,State Representative,Democratic,HD168,21526,2020
State House,State Representative,Democratic,HD169,,2020
State House,State Representative,Democratic,HD17,,2020
State House,State Representative,Democratic,HD170,11577,2020
State House,State Representative,Democratic,HD171,15283,2020
State House,State Representative,Democratic,HD172,16415,2020
State House,State Representative,Democratic,HD173,17595,2020
State House,State Representative,Democratic,HD174,18313,2020
State House,State Representative,Democratic,HD175,30213,2020
State House,State Representative,Democratic,HD176,14385,2020
State House,State Representative,Democratic,HD177,15629,2020
State House,State Representative,Democratic,HD178,19879,2020
State House,State Representative,Democratic,HD179,18943,2020
State House,State Representative,Democratic,HD18,15188,2020
State House,State Representative,Democratic,HD180,13551,2020
State House,State Representative,Democratic,HD181,25237,2020
State House,State Representative,Democratic,HD182,34191,2020
State House,State Representative,Democratic,HD183,14204,2020
State House,State Representative,Democratic,HD184,20236,2020
State House,State Representative,Democratic,HD185,23813,2020
State House,State Representative,Democratic,HD186,31013,2020
State House,State Representative,Democratic,HD187,14561,2020
State House,State Representative,Democratic,HD188,25256,2020
State House,State Representative,Democratic,HD189,12458,2020
State House,State Representative,Democratic,HD19,22679,2020
State House,State Representative,Democratic,HD190,27861,2020
State House,State Representative,Democratic,HD191,25065,2020
State House,State Representative,Democratic,HD192,29185,2020
State House,State Representative,Democratic,HD193,,2020
State House,State Representative,Democratic,HD194,27937,2020
State House,State Representative,Democratic,HD195,30008,2020
State House,State Representative,Democratic,HD196,,2020
State House,State Representative,Democratic,HD197,18879,2020
State House,State Representative,Democratic,HD198,25453,2020
State House,State Representative,Democratic,HD199,12399,2020
State House,State Representative,Democratic,HD2,22322,2020
State House,State Representative,Democratic,HD20,27657,2020
State House,State Representative,Democratic,HD200,36421,2020
State House,State Representative,Democratic,HD201,26642,2020
State House,State Representative,Democratic,HD202,18102,2020
State House,State Representative,Democratic,HD203,27107,2020
State House,State Representative,Democratic,HD21,24035,2020
State House,State Representative,Democratic,HD22,13931,2020
State House,State Representative,Democratic,HD23,24642,2020
State House,State Representative,Democratic,HD24,29894,2020
State House,State Representative,Democratic,HD25,19445,2020
State House,State Representative,Democratic,HD26,17145,2020
State House,State Representative,Democratic,HD27,26094,2020
State House,State Representative,Democratic,HD28,20477,2020
State House,State Representative,Democratic,HD29,18439,2020
State House,State Representative,Democratic,HD3,22198,2020
State House,State Representative,Democratic,HD30,19217,2020
State House,State Representative,Democratic,HD31,26221,2020
State House,State Representative,Democratic,HD32,30311,2020
State House,State Representative,Democratic,HD33,15471,2020
State House,State Representative,Democratic,HD34,27112,2020
State House,State Representative,Democratic,HD35,21327,2020
State House,State Representative,Democratic,HD36,20064,2020
State House,State Representative,Democratic,HD37,9559,2020
State House,State Representative,Democratic,HD38,20352,2020
State House,State Representative,Democratic,HD39,13657,2020
State House,State Representative,Democratic,HD4,,2020
State House,State Representative,Democratic,HD40,16968,2020
State House,State Representative,Democratic,HD41,16880,2020
State House,State Representative,Democratic,HD42,25552,2020
State House,State Representative,Democratic,HD43,18126,2020
State House,State Representative,Democratic,HD44,22833,2020
State House,State Representative,Democratic,HD45,15204,2020
State House,State Representative,Democratic,HD46,11663,2020
State House,State Representative,Democratic,HD47,14635,2020
State House,State Representative,Democratic,HD48,10275,2020
State House,State Representative,Democratic,HD49,14581,2020
State House,State Representative,Democratic,HD5,10080,2020
State House,State Representative,Democratic,HD50,8942,2020
State House,State Representative,Democratic,HD51,8911,2020
State House,State Representative,Democratic,HD52,19949,2020
State House,State Representative,Democratic,HD53,14869,2020
State House,State Representative,Democratic,HD54,11947,2020
State House,State Representative,Democratic,HD55,25033,2020
State House,State Representative,Democratic,HD56,9205,2020
State House,State Representative,Democratic,HD57,,2020
State House,State Representative,Democratic,HD58,,2020
State House,State Representative,Democratic,HD59,,2020
State House,State Representative,Democratic,HD6,11282,2020
State House,State Representative,Democratic,HD60,,2020
State House,State Representative,Democratic,HD61,,2020
State House,State Representative,Democratic,HD62,,2020
State House,State Representative,Democratic,HD63,,2020
State House,State Representative,Democratic,HD64,,2020
State House,State Representative,Democratic,HD65,,2020
State House,State Representative,Democratic,HD66,,2020
State House,State Representative,Democratic,HD67,,2020
State House,State Representative,Democratic,HD68,,2020
State House,State Representative,Democratic,HD69,,2020
State House,State Representative,Democratic,HD7,,2020
State House,State Representative,Democratic,HD70,21574,2020
State House,State Representative,Democratic,HD71,,2020
State House,State Representative,Democratic,HD72,16880,2020
State House,State Representative,Democratic,HD73,,2020
State House,State Representative,Democratic,HD74,21712,2020
State House,State Representative,Democratic,HD75,7964,2020
State House,State Representative,Democratic,HD76,10079,2020
State House,State Representative,Democratic,HD77,14243,2020
State House,State Representative,Democratic,HD78,,2020
State House,State Representative,Democratic,HD79,8530,2020
State House,State Representative,Democratic,HD8,7873,2020
State House,State Representative,Democratic,HD80,,2020
State House,State Representative,Democratic,HD81,10600,2020
State House,State Representative,Democratic,HD82,,2020
State House,State Representative,Democratic,HD83,9231,2020
State House,State Representative,Democratic,HD84,6958,2020
State House,State Representative,Democratic,HD85,9707,2020
State House,State Representative,Democratic,HD86,,2020
State House,State Representative,Democratic,HD87,19075,2020
State House,State Representative,Democratic,HD88,15375,2020
State House,State Representative,Democratic,HD89,,2020
State House,State Representative,Democratic,HD9,15177,2020
State House,State Representative,Democratic,HD90,,2020
State House,State Representative,Democratic,HD91,,2020
State House,State Representative,Democratic,HD92,10515,2020
State House,State Representative,Democratic,HD93,,2020
State House,State Representative,Democratic,HD94,,2020
State House,State Representative,Democratic,HD95,14102,2020
State House,State Representative,Democratic,HD96,20850,2020
State House,State Representative,Democratic,HD97,18422,2020
State House,State Representative,Democratic,HD98,11201,2020
State House,State Representative,Democratic,HD99,7667,2020
State House,State Representative,Green,HD1,,2020
State House,State Representative,Green,HD10,,2020
State House,State Representative,Green,HD100,,2020
State House,State Representative,Green,HD101,,2020
State House,State Representative,Green,HD102,,2020
State House,State Representative,Green,HD103,,2020
State House,State Representative,Green,HD104,,2020
State House,State Representative,Green,HD105,,2020
State House,State Representative,Green,HD106,,2020
State House,State Representative,Green,HD107,,2020
State House,State Representative,Green,HD108,,2020
State House,State Representative,Green,HD109,,2020
State House,State Representative,Green,HD11,,2020
State House,State Representative,Green,HD110,,2020
State House,State Representative,Green,HD111,,2020
State House,State Representative,Green,HD112,,2020
State House,State Representative,Green,HD113,,2020
State House,State Representative,Green,HD114,,2020
State House,State Representative,Green,HD115,,2020
State House,State Representative,Green,HD116,,2020
State House,State Representative,Green,HD117,,2020
State House,State Representative,Green,HD118,,2020
State House,State Representative,Green,HD119,,2020
State House,State Representative,Green,HD12,,2020
State House,State Representative,Green,HD120,,2020
State House,State Representative,Green,HD121,,2020
State House,State Representative,Green,HD122,,2020
State House,State Representative,Green,HD123,,2020
State House,State Representative,Green,HD124,,2020
State House,State Representative,Green,HD125,,2020
State House,State Representative,Green,HD126,,2020
State House,State Representative,Green,HD127,,2020
State House,State Representative,Green,HD128,,2020
State House,State Representative,Green,HD129,,2020
State House,State Representative,Green,HD13,,2020
State House,State Representative,Green,HD130,,2020
State House,State Representative,Green,HD131,,2020
State House,State Representative,Green,HD132,,2020
State House,State Representative,Green,HD133,,2020
State House,State Representative,Green,HD134,,2020
State House,State Representative,Green,HD135,,2020
State House,State Representative,Green,HD136,,2020
State House,State Representative,Green,HD137,,2020
State House,State Representative,Green,HD138,,2020
State House,State Representative,Green,HD139,,2020
State House,State Representative,Green,HD14,,2020
State House,State Representative,Green,HD140,,2020
State House,State Representative,Green,HD141,,2020
State House,State Representative,Green,HD142,,2020
State House,State Representative,Green,HD143,,2020
State House,State Representative,Green,HD144,,2020
State House,State Representative,Green,HD145,,2020
State House,State Representative,Green,HD146,,2020
State House,State Representative,Green,HD147,,2020
State House,State Representative,Green,HD148,,2020
State House,State Representative,Green,HD149,,2020
State House,State Representative,Green,HD15,,2020
State House,State Representative,Green,HD150,,2020
State House,State Representative,Green,HD151,,2020
State House,State Representative,Green,HD152,,2020
State House,State Representative,Green,HD153,,2020
State House,State Representative,Green,HD154,,2020
State House,State Representative,Green,HD155,,2020
State House,State Representative,Green,HD156,,2020
State House,State Representative,Green,HD157,,2020
State House,State Representative,Green,HD158,,2020
State House,State Representative,Green,HD159,,2020
State House,State Representative,Green,HD16,,2020
State House,State Representative,Green,HD160,,2020
State House,State Representative,Green,HD161,,2020
State House,State Representative,Green,HD162,,2020
State House,State Representative,Green,HD163,,2020
State House,State Representative,Green,HD164,,2020
State House,State Representative,Green,HD165,,2020
State House,State Representative,Green,HD166,,2020
State House,State Representative,Green,HD167,,2020
State House,State Representative,Green,HD168,,2020
State House,State Representative,Green,HD169,,2020
State House,State Representative,Green,HD17,,2020
State House,State Representative,Green,HD170,,2020
State House,State Representative,Green,HD171,,2020
State House,State Representative,Green,HD172,,2020
State House,State Representative,Green,HD173,,2020
State House,State Representative,Green,HD174,,2020
State House,State Representative,Green,HD175,,2020
State House,State Representative,Green,HD176,,2020
State House,State Representative,Green,HD177,,2020
State House,State Representative,Green,HD178,,2020
State House,State Representative,Green,HD179,,2020
State House,State Representative,Green,HD18,,2020
State House,State Representative,Green,HD180,,2020
State House,State Representative,Green,HD181,,2020
State House,State Representative,Green,HD182,,2020
State House,State Representative,Green,HD183,,2020
State House,State Representative,Green,HD184,,2020
State House,State Representative,Green,HD185,,2020
State House,State Representative,Green,HD186,,2020
State House,State Representative,Green,HD187,,2020
State House,State Representative,Green,HD188,,2020
State House,State Representative,Green,HD189,,2020
State House,State Representative,Green,HD19,,2020
State House,State Representative,Green,HD190,,2020
State House,State Representative,Green,HD191,,2020
State House,State Representative,Green,HD192,,2020
State House,State Representative,Green,HD193,,2020
State House,State Representative,Green,HD194,,2020
State House,State Representative,Green,HD195,,2020
State House,State Representative,Green,HD196,,2020
State House,State Representative,Green,HD197,,2020
State House,State Representative,Green,HD198,,2020
State House,State Representative,Green,HD199,,2020
State House,State Representative,Green,HD2,,2020
State House,State Representative,Green,HD20,,2020
State House,State Representative,Green,HD200,,2020
State House,State Representative,Green,HD201,,2020
State House,State Representative,Green,HD202,,2020
State House,State Representative,Green,HD203,,2020
State House,State Representative,Green,HD21,,2020
State House,State Representative,Green,HD22,,2020
State House,State Representative,Green,HD23,4197,2020
State House,State Representative,Green,HD24,,2020
State House,State Representative,Green,HD25,,2020
State House,State Representative,Green,HD26,,2020
State House,State Representative,Green,HD27,,2020
State House,State Representative,Green,HD28,,2020
State House,State Representative,Green,HD29,,2020
State House,State Representative,Green,HD3,,2020
State House,State Representative,Green,HD30,,2020
State House,State Representative,Green,HD31,,2020
State House,State Representative,Green,HD32,,2020
State House,State Representative,Green,HD33,,2020
State House,State Representative,Green,HD34,,2020
State House,State Representative,Green,HD35,,2020
State House,State Representative,Green,HD36,,2020
State House,State Representative,Green,HD37,,2020
State House,State Representative,Green,HD38,,2020
State House,State Representative,Green,HD39,,2020
State House,State Representative,Green,HD4,,2020
State House,State Representative,Green,HD40,,2020
State House,State Representative,Green,HD41,,2020
State House,State Representative,Green,HD42,,2020
State House,State Representative,Green,HD43,,2020
State House,State Representative,Green,HD44,,2020
State House,State Representative,Green,HD45,,2020
State House,State Representative,Green,HD46,,2020
State House,State Representative,Green,HD47,,2020
State House,State Representative,Green,HD48,,2020
State House,State Representative,Green,HD49,,2020
State House,State Representative,Green,HD5,,2020
State House,State Representative,Green,HD50,,2020
State House,State Representative,Green,HD51,,2020
State House,State Representative,Green,HD52,,2020
State House,State Representative,Green,HD53,,2020
State House,State Representative,Green,HD54,,2020
State House,State Representative,Green,HD55,,2020
State House,State Representative,Green,HD56,,2020
State House,State Representative,Green,HD57,,2020
State House,State Representative,Green,HD58,,2020
State House,State Representative,Green,HD59,,2020
State House,State Representative,Green,HD6,,2020
State House,State Representative,Green,HD60,,2020
State House,State Representative,Green,HD61,,2020
State House,State Representative,Green,HD62,,2020
State House,State Representative,Green,HD63,5584,2020
